user_000080,2008-05-31T16:05:38Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,fab2d7da-2b7f-4ba0-8a78-2f8fd4debc5c,How Soon Is Now?
user_000080,2007-06-16T16:22:43Z,72c536dc-7137-4477-a521-567eeb840fa8,Bob Dylan,1d93090b-bcf1-4663-9900-051bdb580bbe,From A Buick 6
user_000080,2007-06-16T16:18:34Z,72c536dc-7137-4477-a521-567eeb840fa8,Bob Dylan,32db187e-c9d9-4698-a913-4451e72db92a,It Takes A Lot To Laugh
user_000080,2007-06-16T16:12:33Z,72c536dc-7137-4477-a521-567eeb840fa8,Bob Dylan,8d5ac86a-bca6-4e10-a915-f6807628a05e,Tombstone Blues
user_000080,2007-06-16T16:06:21Z,72c536dc-7137-4477-a521-567eeb840fa8,Bob Dylan,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Like A Rolling Stone
user_000080,2007-05-31T23:26:18Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,caec7e6e-c664-447e-8502-cbead1b84b26,Hang Wire
user_000080,2007-05-31T23:23:58Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,114355ce-5973-40f4-b349-7c5da74d0402,Blown Away
user_000080,2007-05-31T23:19:39Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,35b895ba-ecce-4174-9a87-d466bc55aa19,The Happening
user_000080,2007-05-31T23:17:10Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,550a3c4b-decd-49bb-931d-f0f922a9b3bc,Down To The Well
user_000080,2007-05-31T23:14:07Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,11b422f9-47d3-4905-a035-13f62f6dab76,Dig For Fire
user_000080,2007-05-31T23:08:40Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,b77d386c-8dcc-402e-b337-5f2f707e5a62,All Over The World
user_000080,2007-05-31T23:06:30Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,f48d985c-0e95-45d6-baaa-7a097cdfe051,Ana
user_000080,2007-05-31T23:03:29Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,23258a12-ae43-45d7-a73f-55c6c1b628d4,Is She Weird
user_000080,2007-05-31T23:02:11Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,61d807fa-7332-471e-9efd-5208d61b0135,Allison
user_000080,2007-05-31T22:58:31Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,5aedf1a4-3c85-4a87-8033-54343c540610,Velouria
user_000080,2007-05-31T22:56:39Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,c8a2f23e-8a8c-4a97-a418-8844969f9345,Rock Music
user_000080,2007-05-31T22:54:32Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,b0f52420-7f12-47c1-8e41-86729300b904,Cecilia Ann
user_000080,2007-05-31T22:51:58Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,66178019-8c7d-4af6-bf71-76ff077f1e0a,Havalina
user_000080,2007-05-31T22:48:31Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,2e9daf77-fecf-4120-abcc-badc8fd41b0d,Stormy Weather
user_000080,2007-05-31T22:46:30Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,caec7e6e-c664-447e-8502-cbead1b84b26,Hang Wire
user_000080,2007-05-31T22:44:09Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,114355ce-5973-40f4-b349-7c5da74d0402,Blown Away
user_000080,2007-05-31T22:39:50Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,35b895ba-ecce-4174-9a87-d466bc55aa19,The Happening
user_000080,2007-05-31T22:37:21Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,550a3c4b-decd-49bb-931d-f0f922a9b3bc,Down To The Well
user_000080,2007-05-31T22:34:18Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,11b422f9-47d3-4905-a035-13f62f6dab76,Dig For Fire
user_000080,2007-05-31T22:28:51Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,b77d386c-8dcc-402e-b337-5f2f707e5a62,All Over The World
user_000080,2007-05-31T22:26:42Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,f48d985c-0e95-45d6-baaa-7a097cdfe051,Ana
user_000080,2007-05-31T22:23:40Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,23258a12-ae43-45d7-a73f-55c6c1b628d4,Is She Weird
user_000080,2007-05-31T22:22:23Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,61d807fa-7332-471e-9efd-5208d61b0135,Allison
user_000080,2007-05-31T22:18:42Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,5aedf1a4-3c85-4a87-8033-54343c540610,Velouria
user_000080,2007-05-31T22:16:50Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,c8a2f23e-8a8c-4a97-a418-8844969f9345,Rock Music
user_000080,2007-05-31T22:14:44Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,b0f52420-7f12-47c1-8e41-86729300b904,Cecilia Ann
user_000080,2007-05-31T22:12:09Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,66178019-8c7d-4af6-bf71-76ff077f1e0a,Havalina
user_000080,2007-05-31T22:08:43Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,2e9daf77-fecf-4120-abcc-badc8fd41b0d,Stormy Weather
user_000080,2007-05-31T22:06:41Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,caec7e6e-c664-447e-8502-cbead1b84b26,Hang Wire
user_000080,2007-05-31T22:04:20Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,114355ce-5973-40f4-b349-7c5da74d0402,Blown Away
