user_000047,2009-05-03T16:11:22Z,,Ivo Amulić,,Ivo Amulic
user_000047,2008-02-04T21:15:08Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,2e42a0da-277e-4d69-a483-2db2f6a81869,Won'T Get Fooled Again
user_000047,2008-02-04T21:10:05Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,2f2ea311-c606-4a34-bfe1-e6dd6c8c3c6c,Who Are You
user_000047,2008-02-04T21:07:26Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,b38b29ce-d8c2-4c32-a43b-21b4aa6730be,Squeeze Box
user_000047,2008-02-04T21:04:25Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,1e6fda52-615c-42bb-862d-6967800ab1cf,Pinball Wizard
user_000047,2008-02-04T21:00:49Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,eca55467-116f-429d-aa2f-95b746dab5d1,My Wife
user_000047,2008-02-04T20:57:28Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,ecaa1e44-f5ae-463a-a260-b04f8cfe984e,My Generation
user_000047,2008-02-04T20:53:33Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,ebcdd40d-7957-432a-a69a-dc68ea9e0c36,Long Live Rock
user_000047,2008-02-04T20:50:50Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,9dd95fb1-a13a-4f17-b363-75855983dd74,The Kids Are Alright
user_000047,2008-02-04T20:46:45Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,d7ce8226-b27c-4020-9ebb-b561f2e5784d,I Can See For Miles
user_000047,2008-02-04T20:44:42Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,f7b8fdcf-d049-4b8f-aede-14e233950df2,I Can'T Explain
user_000047,2008-02-04T20:39:16Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,44004f32-d97e-4a81-924c-ba916e24491e,Eminence Front
user_000047,2008-02-04T20:35:34Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,8896ba53-27f4-4e7b-8cd2-657e9dec48fe,Behind Blue Eyes
user_000047,2008-02-04T20:30:33Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,992ade8d-d1bf-4739-805a-25184f910ae7,Baba O'Riley
user_000047,2008-02-04T20:28:37Z,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,Johnny Cash,355a1b71-4eae-4794-baef-d053dd8dd582,Who Kept The Sheep
user_000047,2008-02-04T20:24:50Z,4c567499-3a26-40e3-9471-20feb6c73767,The Guess Who,a2c2dcc9-61ff-4ecc-be10-c15c55c46319,These Eyes
user_000047,2008-02-04T20:21:00Z,4c567499-3a26-40e3-9471-20feb6c73767,The Guess Who,b956f097-960e-4248-9825-91ff011fafb2,No Time
user_000047,2008-02-04T20:18:15Z,4c567499-3a26-40e3-9471-20feb6c73767,The Guess Who,5849def6-9431-4ebf-8afd-6359c93b86a5,Laughing
user_000047,2008-02-04T20:13:10Z,4c567499-3a26-40e3-9471-20feb6c73767,The Guess Who,a08da3bb-9c56-4668-a272-b01ad80f3209,American Woman
user_000047,2008-02-04T20:07:37Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,112e0bdc-aebf-4a60-8acd-a74f96c8dd07,Bargain
user_000047,2008-02-04T20:02:38Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,271ec2b9-65b3-4f82-a69b-295629748620,05:15
user_000047,2008-02-04T19:54:02Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,2e42a0da-277e-4d69-a483-2db2f6a81869,Won'T Get Fooled Again
user_000047,2008-02-04T19:49:00Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,2f2ea311-c606-4a34-bfe1-e6dd6c8c3c6c,Who Are You
user_000047,2008-02-04T19:46:20Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,b38b29ce-d8c2-4c32-a43b-21b4aa6730be,Squeeze Box
user_000047,2008-02-04T19:43:19Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,1e6fda52-615c-42bb-862d-6967800ab1cf,Pinball Wizard
user_000047,2008-02-04T19:39:43Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,eca55467-116f-429d-aa2f-95b746dab5d1,My Wife
user_000047,2008-02-04T19:36:22Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,ecaa1e44-f5ae-463a-a260-b04f8cfe984e,My Generation
user_000047,2008-02-04T19:32:27Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,ebcdd40d-7957-432a-a69a-dc68ea9e0c36,Long Live Rock
user_000047,2008-02-04T19:29:44Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,9dd95fb1-a13a-4f17-b363-75855983dd74,The Kids Are Alright
user_000047,2008-02-04T19:25:39Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,d7ce8226-b27c-4020-9ebb-b561f2e5784d,I Can See For Miles
user_000047,2008-02-04T19:23:36Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,f7b8fdcf-d049-4b8f-aede-14e233950df2,I Can'T Explain
user_000047,2008-02-04T19:18:10Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,44004f32-d97e-4a81-924c-ba916e24491e,Eminence Front
user_000047,2008-02-04T19:14:27Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,8896ba53-27f4-4e7b-8cd2-657e9dec48fe,Behind Blue Eyes
user_000047,2008-02-04T19:08:37Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,992ade8d-d1bf-4739-805a-25184f910ae7,Baba O'Riley
user_000047,2008-01-31T15:52:17Z,a4a01f5d-18e7-4571-8c3a-76ec0e24e2d7,Ne-Yo,,Ne-Yo - Sexy Love
user_000047,2008-01-31T15:48:31Z,db4624cf-0e44-481e-a9dc-2142b833ec2f,Robbie Williams,c178bb4e-26b9-4ed4-a0c8-9aff561ef239,Rudebox
user_000047,2008-01-31T15:45:25Z,13655113-cd16-4b43-9dca-cadbbf26ee05,Nelly Furtado,a9fb5fe9-28ab-4a5e-800f-7cec7e0fafd7,Say It Right
user_000047,2008-01-31T15:41:55Z,,Rod Stewart Feat. Stevie Wonder,,What A Wonderful World
user_000047,2008-01-31T15:33:51Z,1138a764-2212-4d0a-b02d-0dc14df91e08,Akon,ae55a949-aaf5-47af-ba92-051072744ca1,Belly Dancer
user_000047,2008-01-28T21:12:33Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,992ade8d-d1bf-4739-805a-25184f910ae7,Baba O'Riley
user_000047,2008-01-28T21:05:37Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,2f2ea311-c606-4a34-bfe1-e6dd6c8c3c6c,Who Are You
user_000047,2008-01-28T21:05:03Z,a1684a49-feaa-4150-b758-d9412fc59f12,Mike Oldfield,,Basses
user_000047,2008-01-28T21:01:37Z,4b2ed67e-d837-47ea-9f89-80383d511c5a,Globay Deejays,b0cccafd-3f0d-42ad-90f2-be1760be70ad,What A Feeling
user_000047,2008-01-28T20:56:29Z,0bfba3d3-6a04-4779-bb0a-df07df5b0558,Stereophonics,1680abd4-e8d7-4e36-bde1-071023b92ae9,Superman
user_000047,2008-01-28T19:04:13Z,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,2f2ea311-c606-4a34-bfe1-e6dd6c8c3c6c,Who Are You
user_000047,2008-01-26T22:42:03Z,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,Johnny Cash,a5666b36-2b96-4422-94e3-74cf9dcc1b2a,Happiness Is You
user_000047,2008-01-26T22:38:15Z,23207c32-6743-4982-9f46-e297b2e4eb14,Geri Halliwell,39af389e-ff65-464c-9c53-116be68fe9b8,Ride It (Radio Version)
user_000047,2008-01-26T22:34:22Z,73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,ab2cda75-ffe2-44bd-822b-78f32eac2e4e,Kisses Don'T Lie
user_000047,2008-01-26T22:31:28Z,906bddec-bc73-49f8-ac1e-eaee691c6cf9,Hank Williams,deb3d08b-8342-4a7f-a572-e5f21b2fb307,My Sweet Love Ain'T Around
user_000047,2008-01-26T22:27:37Z,73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,9de80019-617e-4a4c-8a89-03e2a8a11ff8,Unfaithful
user_000047,2008-01-26T22:23:48Z,b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones,8d2338a2-4acc-4d99-b2a7-1151f428cab6,Brown Sugar
user_000047,2008-01-26T22:19:14Z,00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,f2de592f-d3fa-40ca-8f8c-c27a355a5907,Come Cover Me
user_000047,2008-01-26T22:16:23Z,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,Johnny Cash,0cd4f974-518b-45b2-ae8f-8dd276ad0cf0,The One On The Right Is On The Left
user_000047,2008-01-26T22:12:43Z,90ee221e-3c6c-4607-92ca-841f71869e11,Lez Zeppelin,60d43828-b3a5-46c0-940c-c0bb7f6753b5,Rock And Roll
user_000047,2008-01-26T22:07:58Z,52fb411d-5884-497e-9cc1-1e0eb3cfcb01,Benassi Bros.,f28c318e-ae41-4585-b676-cb0e492081cb,Every Single Day
user_000047,2008-01-26T22:06:57Z,,Dirty Dancing,,(I'Ve Had) The Time Of My Liv
user_000047,2008-01-26T22:00:50Z,a25c392b-e28b-4db4-bddd-b2e86340459c,Gibonni,5d7ddfba-b7ba-464b-9cf0-ac25a9ba37c2,Zlatne Godine
user_000047,2008-01-26T21:58:16Z,,Dirty Dancing,,Cry To Me
user_000047,2008-01-26T21:55:23Z,,Dirty Dancing,,Do You Love Me
user_000047,2008-01-26T21:46:25Z,,Dirty Dancing,,You Don'T Own Me
user_000047,2008-01-26T21:43:46Z,,Dirty Dancing,,Be My Baby
user_000047,2008-01-26T21:38:01Z,,Dirty Dancing,,Wipeout
user_000047,2008-01-26T21:29:24Z,1c8f3831-5eb7-4dae-b8fc-ffeaa184dc17,Hladno Pivo,5a5e770e-6956-4aae-860a-dd5aacf5d2bc,Jednim Osmjehom
user_000047,2008-01-26T21:26:07Z,,Dirty Dancing,,Yes
user_000047,2008-01-26T21:23:38Z,,Dirty Dancing,,These Arms Of Mine
user_000047,2008-01-26T21:16:54Z,a25c392b-e28b-4db4-bddd-b2e86340459c,Gibonni,547b476c-f006-462d-bf09-35bd6628b37b,Tija Bi Te Zaboravit (Feat. Guest Composer Goran Bregovic)
user_000047,2008-01-26T21:13:01Z,,Dirty Dancing,,She'S Like The Wind
