user_000057,2007-06-07T08:39:53Z,,Alain Delon & Phyllis Nelson,,I Don'T Know
user_000057,2006-09-12T21:46:01Z,8ac6cc32-8ddf-43b1-9ac4-4b04f9053176,Alien Ant Farm,87108aba-766e-49d5-aae0-f24df291b53a,Flesh And Bone
user_000057,2006-09-12T21:42:50Z,8ac6cc32-8ddf-43b1-9ac4-4b04f9053176,Alien Ant Farm,f13d8aae-76dc-47ce-97e2-e7c445ddce29,Movies
user_000057,2006-09-12T20:36:27Z,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,e1dbec75-cbc6-4f0b-b735-7e1ca31b2866,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows)
user_000057,2006-09-12T20:30:07Z,8ac9e35c-e92d-4030-99ef-ba4127b1555c,Static-X,464c0040-d8c7-4855-9b3d-9102dd477675,The Only
user_000057,2006-09-12T20:18:40Z,ef6e2e49-aa93-41bd-89b0-8c7d2f260a83,Lostprophets,db7a5843-4d03-4f11-b240-a739033bfe54,Rooftops (A Liberation Broadcast)
user_000057,2006-09-12T20:14:59Z,ef6e2e49-aa93-41bd-89b0-8c7d2f260a83,Lostprophets,2f35b6fc-11ab-4c25-b66c-342ded168db5,A Town Called Hypocrisy
user_000057,2006-09-12T20:08:57Z,5ccb9a53-092d-4806-b337-470a582893d7,Lit,6dbee7a1-0b52-4974-888f-8127c1ad47b4,My Own Worst Enemy
user_000057,2006-09-12T20:03:52Z,084308bd-1654-436f-ba03-df6697104e19,Green Day,c95cb59e-8e0c-48c2-b2bc-72e51060dae9,Shoplifter
user_000057,2006-09-12T19:54:41Z,084308bd-1654-436f-ba03-df6697104e19,Green Day,7018b27a-f419-4782-9daa-ee3cd941a6de,Jesus Of Suburbia
user_000057,2006-09-12T19:50:28Z,6fe07aa5-fec0-4eca-a456-f29bff451b04,Weezer,7d9776f7-d428-40dc-a425-3c6e3dce4d58,Hash Pipe
user_000057,2006-09-12T19:48:38Z,350bce49-c21b-4137-b50a-0766ded07e4d,Taking Back Sunday,fde31d2b-44d9-48b3-9a15-384d58d7fd90,Cute Without The E (Cut From The Team)
user_000057,2006-09-12T19:44:13Z,8bfac288-ccc5-448d-9573-c33ea2aa5c30,Red Hot Chili Peppers,084a24a9-b289-4584-9fb5-1ca0f7500eb3,Californication
user_000057,2006-09-12T19:34:05Z,0ab49580-c84f-44d4-875f-d83760ea2cfe,Maroon 5,c4a1a2bf-c910-4c82-9e94-1636a6ca59fa,Harder To Breathe
user_000057,2006-09-12T17:01:04Z,9beb62b2-88db-4cea-801e-162cd344ee53,Beastie Boys,d7255ed4-3bdb-4eae-b57a-c99f481e1656,Ch-Check It Out
user_000057,2006-09-12T16:56:16Z,09885b8e-f235-4b80-a02a-055539493173,The All-American Rejects,da0ab675-c138-4872-b771-0c3bd2d32a67,Move Along
user_000057,2006-09-12T16:53:39Z,d4f82967-4008-4481-953d-399d089753dd,Aiden,7b8ff168-e38b-483f-a2f2-aa7df2ecb340,"Die, Die My Darling"
user_000057,2006-09-12T16:47:57Z,8ac6cc32-8ddf-43b1-9ac4-4b04f9053176,Alien Ant Farm,f13d8aae-76dc-47ce-97e2-e7c445ddce29,Movies
user_000057,2006-09-12T16:41:39Z,09885b8e-f235-4b80-a02a-055539493173,The All-American Rejects,da0ab675-c138-4872-b771-0c3bd2d32a67,Move Along
user_000057,2006-09-12T15:17:07Z,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,37ee34c4-a5ee-4bfd-b05e-9509d86b827c,Red Light Indicates Doors Are Secured
user_000057,2006-09-12T15:12:52Z,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,8795cabb-505a-4070-b682-7d025d5e000a,Grand Theft Autumn/Where Is Your Boy
user_000057,2006-09-12T14:54:37Z,afe5e238-d248-4da4-87b7-e70dfab787f6,The Automatic,e45a780f-9cbe-40a5-9c77-83e9138ef105,Monster
user_000057,2006-09-12T07:01:16Z,90218af4-4d58-4821-8d41-2ee295ebbe21,Kaiser Chiefs,dc245436-aacf-432a-8f8f-6cf50951f710,Na Na Na Na Naa
user_000057,2006-09-12T06:55:39Z,6af63208-4a2b-494f-a560-622a0c10d647,The Cooper Temple Clause,6da5578c-dca5-46df-8458-538d59ef5e63,"Promises, Promises"
user_000057,2006-09-12T06:50:13Z,ae1b47d5-5128-431c-9d30-e08fd90e0767,Coheed And Cambria,8e0a06c3-40b4-426c-804a-4a2e2088c48e,Ten Speed (Of God'S Blood & Burial)
user_000057,2006-09-12T06:42:09Z,0743b15a-3c32-48c8-ad58-cb325350befa,Blink-182,a9e01c7f-e7ff-449d-b8f1-872cb62410e4,Dumpweed
user_000057,2006-09-11T22:12:24Z,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,8795cabb-505a-4070-b682-7d025d5e000a,Grand Theft Autumn/Where Is Your Boy
user_000057,2006-09-11T22:08:53Z,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,e1dbec75-cbc6-4f0b-b735-7e1ca31b2866,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows)
user_000057,2006-09-11T22:04:39Z,24e1b53c-3085-4581-8472-0b0088d2508c,Avenged Sevenfold,,Red Is The New Black
user_000057,2006-09-11T22:00:20Z,09885b8e-f235-4b80-a02a-055539493173,The All-American Rejects,da0ab675-c138-4872-b771-0c3bd2d32a67,Move Along
user_000057,2006-09-11T21:50:30Z,350bce49-c21b-4137-b50a-0766ded07e4d,Taking Back Sunday,fde31d2b-44d9-48b3-9a15-384d58d7fd90,Cute Without The E (Cut From The Team)
user_000057,2006-09-11T21:46:35Z,6fe07aa5-fec0-4eca-a456-f29bff451b04,Weezer,7d9776f7-d428-40dc-a425-3c6e3dce4d58,Hash Pipe
user_000057,2006-09-11T21:30:36Z,847e8284-8582-4b0e-9c26-b042a4f49e57,Placebo,7b7d1b1d-9c02-4917-8688-ff3e11cab7f4,Pure Morning
user_000057,2006-09-11T21:28:49Z,b9472588-93f3-4922-a1a2-74082cdf9ce8,Panic At The Disco,aca058fc-a41c-4d46-87a4-1819f8d6ea06,The Only Difference Between Martyrdom And Suicide Is Press Coverage
user_000057,2006-09-11T21:17:46Z,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,Korn,8a45d6bf-4ec5-42c8-a11e-979462521bcf,A.D.I.D.A.S.
user_000057,2006-09-11T20:56:59Z,54b0584e-4e5e-4976-80d4-eea7a82a7213,Electric Six,fdfe742a-cf4d-45a8-b094-855b5a94340a,Gay Bar
user_000057,2006-09-11T20:52:36Z,6af63208-4a2b-494f-a560-622a0c10d647,The Cooper Temple Clause,6da5578c-dca5-46df-8458-538d59ef5e63,"Promises, Promises"
user_000057,2006-09-11T20:48:56Z,b2dbfc09-b332-408b-a235-1850e41971c5,Bloodhound Gang,3fecfcee-0f11-4317-9a4d-54156766f375,The Ballad Of Chasey Lain
user_000057,2006-09-11T20:32:03Z,0743b15a-3c32-48c8-ad58-cb325350befa,Blink-182,16d5a741-1b6f-46cd-8612-cc66a45ec9f3,Violence
user_000057,2006-09-11T20:29:18Z,0743b15a-3c32-48c8-ad58-cb325350befa,Blink-182,a9e01c7f-e7ff-449d-b8f1-872cb62410e4,Dumpweed
user_000057,2006-09-11T20:25:57Z,09885b8e-f235-4b80-a02a-055539493173,The All-American Rejects,da0ab675-c138-4872-b771-0c3bd2d32a67,Move Along
user_000057,2006-09-11T20:00:45Z,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,bc33ca0d-8a71-4bbc-82e5-37ae7ae93188,Our Lawyer Made Us Change The Name Of This Song So We Wouldn'T Get Sued
user_000057,2006-09-11T19:57:18Z,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,e1dbec75-cbc6-4f0b-b735-7e1ca31b2866,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows)
user_000057,2006-09-11T19:53:35Z,66ea0139-149f-4a0c-8fbf-5ea9ec4a6e49,[Disney],66c66362-11c4-48ea-8054-a7b3bc971049,The Bare Necessities
user_000057,2006-09-11T19:50:28Z,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,8795cabb-505a-4070-b682-7d025d5e000a,Grand Theft Autumn/Where Is Your Boy
user_000057,2006-09-11T19:23:02Z,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,Afi,702152b2-c02d-47a5-9b8d-48752a590dcc,Miss Murder
user_000057,2006-09-11T19:13:44Z,f27ec8db-af05-4f36-916e-3d57f91ecf5e,Michael Jackson,5cbae4ac-7734-4d6b-be77-dfd53bb7033d,Smooth Criminal
user_000057,2006-09-11T19:09:44Z,afe5e238-d248-4da4-87b7-e70dfab787f6,The Automatic,e45a780f-9cbe-40a5-9c77-83e9138ef105,Monster
user_000057,2006-09-11T18:49:30Z,6af63208-4a2b-494f-a560-622a0c10d647,The Cooper Temple Clause,6da5578c-dca5-46df-8458-538d59ef5e63,"Promises, Promises"
user_000057,2006-09-11T07:07:52Z,09885b8e-f235-4b80-a02a-055539493173,The All-American Rejects,da0ab675-c138-4872-b771-0c3bd2d32a67,Move Along
user_000057,2006-09-11T07:00:13Z,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,Korn,30b3f934-06b5-44df-8477-156c43ae0e5a,Freak On A Leash
user_000057,2006-09-11T06:54:47Z,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,e1dbec75-cbc6-4f0b-b735-7e1ca31b2866,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows)
user_000057,2006-09-11T06:50:48Z,ef6e2e49-aa93-41bd-89b0-8c7d2f260a83,Lostprophets,2f35b6fc-11ab-4c25-b66c-342ded168db5,A Town Called Hypocrisy
user_000057,2006-09-11T06:47:36Z,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,8795cabb-505a-4070-b682-7d025d5e000a,Grand Theft Autumn/Where Is Your Boy
user_000057,2006-09-10T21:40:17Z,ef6e2e49-aa93-41bd-89b0-8c7d2f260a83,Lostprophets,2f35b6fc-11ab-4c25-b66c-342ded168db5,A Town Called Hypocrisy
user_000057,2006-09-10T21:35:29Z,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,Korn,30b3f934-06b5-44df-8477-156c43ae0e5a,Freak On A Leash
user_000057,2006-09-10T21:31:59Z,ef6e2e49-aa93-41bd-89b0-8c7d2f260a83,Lostprophets,db7a5843-4d03-4f11-b240-a739033bfe54,Rooftops (A Liberation Broadcast)
