user_000039,2009-04-30T15:41:30Z,03ad1736-b7c9-412a-b442-82536d63a5c4,Elliott Smith,3dcb6e59-ac8c-444d-9263-894bf9fb51b3,A Question Mark
user_000039,2007-05-30T14:45:32Z,0bc858a1-3573-4216-9423-c96dd8c72919,Twista,70ae86fd-9445-4271-9162-ebd100fb34b7,Slow Jams
user_000039,2007-05-30T14:43:29Z,3b39abeb-0064-4eed-9ddd-ee47a45c54cb,Ghostface Killah,,Apollo Kids Insrumental
user_000039,2007-05-30T14:39:57Z,3b39abeb-0064-4eed-9ddd-ee47a45c54cb,Ghostface Killah,92e021bb-9aca-49d4-b872-29c9df3010d4,Apollo Kids
user_000039,2007-05-30T14:32:41Z,d8354b38-e942-4c89-ba93-29323432abc3,30 Seconds To Mars,b5b40605-5a81-46b4-a51e-2b1ec7964c1a,A Beautiful Lie
user_000039,2007-05-30T14:28:46Z,d8354b38-e942-4c89-ba93-29323432abc3,30 Seconds To Mars,7ad63a0f-26a3-40ec-a710-ef17eff0f9fe,The Kill
user_000039,2007-05-30T14:23:59Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,06f5e8af-c988-407b-ad92-3ca481e15a9c,Streetcar
user_000039,2007-05-29T16:34:03Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,e87f6a20-3d2d-444b-a6b3-4269a936b5e8,Hospitality
user_000039,2007-05-29T14:31:50Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,1635bae5-3c9f-4302-8df4-5fdef015e2bc,Alvarez
user_000039,2007-05-29T14:28:04Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,3b2515e3-e9c9-4fa3-8b51-84a353bea637,Recovery
user_000039,2007-05-29T14:24:39Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,3f4f25df-bdae-400b-8872-4ca932bd7235,The End Of Nothing
user_000039,2007-05-29T14:20:51Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,b5a2d431-a0b8-4722-89e3-927019f8964a,History
user_000039,2007-05-29T14:17:06Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,3b4bef36-751f-44b2-a09c-6ce5563fcb77,Monsters
user_000039,2007-05-29T14:12:14Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,be8bb0a8-c4c8-4509-8c0f-4bb704bc2c9d,Drive
user_000039,2007-05-29T14:07:29Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,e87f6a20-3d2d-444b-a6b3-4269a936b5e8,Hospitality
user_000039,2007-05-29T11:05:56Z,f2cb0435-d643-4fab-9587-fdb0279330a7,Razorlight,156bc72e-0b57-4719-bfd3-6c65709fa757,Los Angeles Waltz
user_000039,2007-05-29T11:02:20Z,f2cb0435-d643-4fab-9587-fdb0279330a7,Razorlight,8e62d307-c7f7-48e4-a09c-edab568541b8,Back To The Start
user_000039,2007-05-29T10:59:00Z,f2cb0435-d643-4fab-9587-fdb0279330a7,Razorlight,9fcf388a-479d-468e-8dd4-c3ab200db851,I Can'T Stop This Feeling I'Ve Got
user_000039,2007-05-29T10:55:35Z,f2cb0435-d643-4fab-9587-fdb0279330a7,Razorlight,647f2914-871c-4fd3-b584-7e175635035c,Before I Fall To Pieces
user_000039,2007-05-29T10:49:05Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,be8bb0a8-c4c8-4509-8c0f-4bb704bc2c9d,Drive
user_000039,2007-05-29T10:44:21Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,e87f6a20-3d2d-444b-a6b3-4269a936b5e8,Hospitality
user_000039,2007-05-29T10:40:14Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,01e53c33-1d40-4bb4-ae5e-44ab4e83343e,Roses For The Dead
user_000039,2007-05-29T10:36:43Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,06f5e8af-c988-407b-ad92-3ca481e15a9c,Streetcar
user_000039,2007-05-29T10:33:31Z,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,The Fratellis,d64ef5ef-2a86-48fc-b515-842ce4caa035,Ole Black 'N' Blue Eyes
user_000039,2007-05-29T10:30:18Z,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,The Fratellis,962021a8-65ae-4191-a0ab-59f16716087f,Got Ma Nuts From A Hippy
user_000039,2007-05-29T10:26:44Z,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,The Fratellis,693dc6d2-9668-4283-9cf8-70df53175db3,Baby Fratelli
user_000039,2007-05-29T10:22:48Z,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,The Fratellis,b92c04b3-2ff3-40b8-a711-f207144d5019,Everybody Knows You Cried Last Night
user_000039,2007-05-29T10:19:14Z,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,The Fratellis,f3a06fb5-c59d-45ac-af54-8b1844e83dbb,Vince The Loveable Stoner
user_000039,2007-05-29T10:16:04Z,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,The Fratellis,dabf1d7f-43de-471b-8e5e-316fcbb13654,Creepin Up The Backstairs
user_000039,2007-05-29T10:12:50Z,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,The Fratellis,8daf916e-87dc-48e6-8cee-ff769d4163ce,Doginabag
user_000039,2007-05-29T10:09:44Z,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,The Fratellis,0d069749-6d54-438f-b1dd-12c9be97416f,For The Girl
user_000039,2007-05-29T10:05:01Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,95367bb3-925c-4228-9562-74f0c8a2519c,Escape Artists Never Die
user_000039,2007-05-29T10:00:41Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,e3919eab-eebb-4eb5-bcf9-41d35f8bf016,Bend Your Arms To Look Like Wings
user_000039,2007-05-29T09:56:45Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,29051133-424e-4b99-b8af-30126e588c0c,Bullet Theory
user_000039,2007-05-29T09:52:49Z,199d0ab3-22c0-4c00-b99d-257f591dda1f,Funeral For A Friend,caf086e6-960c-4cbd-a749-78c3117467a4,Waking Up
