user_000090,2009-04-29T11:32:51Z,f90e8b26-9e52-4669-a5c9-e28529c47894,Snoop Dogg,33eb95fb-3106-43d3-b02b-ce61b8e6c61f,Gangsta Shit
user_000090,2009-03-11T13:50:57Z,8f92558c-2baa-4758-8c38-615519e9deda,The Clash,8df8403b-d1f1-426e-93ce-323c267c9ce4,Bank Robber / Robber Dub
user_000090,2009-03-11T13:47:15Z,8f92558c-2baa-4758-8c38-615519e9deda,The Clash,a769a644-db50-42a1-876f-e2a988b706f0,Rudie Can'T Fail
user_000090,2009-03-11T13:44:30Z,8f92558c-2baa-4758-8c38-615519e9deda,The Clash,02937d76-a9a4-4815-bcfc-d449d26804f6,Hateful
user_000090,2009-03-11T13:40:35Z,8f92558c-2baa-4758-8c38-615519e9deda,The Clash,6a38755f-68ca-4f9c-bfcd-2d9a12162156,Jimmy Jazz
user_000090,2009-03-11T13:38:27Z,8f92558c-2baa-4758-8c38-615519e9deda,The Clash,2188771d-b43d-4fc4-a3f6-b44e7a6e70d4,Brand New Cadillac
user_000090,2009-03-11T13:35:07Z,8f92558c-2baa-4758-8c38-615519e9deda,The Clash,ac1ae5ed-02e2-4eba-ad2d-e861a6bf04b2,London Calling
user_000090,2009-03-11T13:28:20Z,8f92558c-2baa-4758-8c38-615519e9deda,The Clash,8df8403b-d1f1-426e-93ce-323c267c9ce4,Bank Robber / Robber Dub
user_000090,2009-02-09T16:44:45Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,660adf68-dc24-4348-a51c-30ad0524f8a2,It'S Not Your Birthday Anymore
user_000090,2009-02-09T16:41:49Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,53499fc2-07bb-4f17-9b15-89cbb80b9eb2,One Day Goodbye Will Be Farewell
user_000090,2009-02-09T16:38:49Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,8eb4812f-d06d-47e8-911e-5194282aa45e,That'S How People Grow Up
user_000090,2009-02-09T16:35:26Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,8daab9a8-c514-4222-a284-e0a92a9ea97a,When Last I Spoke To Carol
user_000090,2009-02-09T16:32:13Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,eb543548-0eeb-4df4-a37d-50a3044120a3,All You Need Is Me
user_000090,2009-02-09T16:29:42Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,870e5b4b-4a3e-4ee1-8687-688900374759,I'M Throwing My Arms Around Paris
user_000090,2009-02-09T16:26:54Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,62b6ce41-c445-404a-80f5-527503d08875,Black Cloud
user_000090,2009-02-09T16:23:00Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,f3b28802-5e75-4dec-b4f6-ff06787d45e7,Mama Lay Softly On The Riverbed
user_000090,2009-02-09T16:20:22Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,b489913a-8af6-45d9-a010-5d81aa2edbc4,Something Is Squeezing My Skull
user_000090,2009-02-09T16:14:49Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,0b8ad52a-bfb9-4cb4-b6f0-1540d2a79c47,I'M Ok By Myself
user_000090,2009-02-09T16:10:45Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,ebc70cb5-e6c0-4511-a1af-f4050f00744a,Sorry Doesn'T Help
user_000090,2009-02-09T16:05:44Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,0ad3478d-acc1-4372-bf04-df09a4c832a0,You Were Good In Your Time
user_000090,2009-02-09T16:00:34Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,660adf68-dc24-4348-a51c-30ad0524f8a2,It'S Not Your Birthday Anymore
